,max_len
boydwoo_str_m7_Zn_o11_o22_bcu_sym_66,9.810288164322492
CUQXUJ_FSR,10.555945012750337
boydwoo_str_m3_o25_o28_pcu_sym_173,20.219449767177117
TITBIJ_FSR,7.028294163234975
boydwoo_str_m7_Zn_o6_o25_bcu_sym_60,15.289582920976269
boydwoo_str_m7_Zn_o11_o22_bcu_sym_10,11.479921147563235
boydwoo_str_m3_o41_o41_fof_sym_33,14.991103568937085
ANODEN_FSR,7.901234451092828
gmof_Al2O6-DPAC_B-irmof20_B_No352,14.262608550492246
core_IVEHEW_manual,7.901233735489445
AYIWOV01_FSR,11.798471810215483
core_RUWZOA_freeONLY,16.131913064229998
boydwoo_str_m7_Zn_o4_o13_bcu_sym_21,11.972224776689371
core_VAHPUR_freeONLY,9.68438164223861
gmof_Al2O6-DPAC_B-irmof20_B_No112,14.232343490482432
IDEYOF_FSR,7.901234365630299
boydwoo_str_m7_Zn_o25_o25_bcu_sym_112,15.318881821589246
BUWWOH_FSR,9.179673302205698
boydwoo_str_m3_o16_o24_pcu_sym_8,11.122567087045926
core_JODFOZ_freeONLY,12.188747324863785
OKUTIY_FSR,11.537074522579276
boydwoo_str_m7_Zn_o6_o25_bcu_sym_99,17.297812496095265
POPVIC_FSR,12.188744295473247
WOLLUF_FSR,11.436874232414782
boydwoo_str_m7_o4_o13_bcu_sym_92,11.944515004868244
OVIDAZ_FSR,11.48100399792633
